Region,Month of Period End,Property Type,Region Type,Seasonally Adjusted,State Code,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,New Listings,New Listings Mom,New Listings Yoy
"New York, NY",December 2016,All Residential,Place/City,False,NY,0.968818130,-0.2%,0.6%,2027,11.4%,5.2%,23128,-3.5%,14.3%,77,4,-6,$550K,0.0%,15.8%,2047,-31.7%,2.9%
"New York, NY",June 2019,All Residential,Place/City,False,NY,0.967529193,0.4%,-0.2%,1958,9.0%,-4.1%,20657,-4.7%,-11.1%,90,1,23,$690K,9.5%,8.5%,3777,-16.3%,-19.2%
"New York, NY",September 2019,All Residential,Place/City,False,NY,0.963804171,-0.2%,-0.2%,1813,-13.6%,0.9%,16350,-3.8%,-28.5%,82,2,18,$652K,0.3%,3.2%,4111,33.7%,-11.7%
"Houston, TX",May 2014,All Residential,Place/City,False,TX,0.986649593,0.4%,0.7%,2945,12.2%,-3.5%,5969,4.6%,-13.6%,19,-4,-6,$190K,2.7%,10.0%,3882,5.5%,2.9%
"Houston, TX",June 2020,All Residential,Place/City,False,TX,0.973421908,0.1%,-0.3%,2905,38.9%,-3.3%,9201,-5.5%,-17.3%,43,3,15,$249K,9.0%,2.3%,3868,6.0%,-5.9%
"Los Angeles, CA metro area",June 2017,All Residential,Metro,False,CA,1.002210171,0.1%,0.4%,8047,13.1%,7.1%,17698,2.0%,0.3%,35,-1,2,$588K,1.5%,8.1%,8969,-1.9%,-4.9%
"Los Angeles, CA metro area",August 2017,All Residential,Metro,False,CA,1.001000220,-0.1%,0.4%,7574,16.3%,5.6%,17574,-3.3%,-9.8%,39,2,4,$590K,0.0%,8.3%,8169,-2.9%,-11.9%
"Los Angeles, CA metro area",September 2019,All Residential,Metro,False,CA,0.994405333,0.0%,-0.1%,5792,-12.7%,10.7%,19069,-1.2%,-3.9%,49,1,8,$640K,0.5%,4.1%,7164,-3.3%,-3.8%
"Washington, DC metro area",May 2013,All Residential,Metro,False,DC,0.994228169,0.2%,0.7%,6693,21.8%,14.1%,14497,9.4%,-14.7%,14,-4,-12,$371K,5.2%,10.1%,9013,1.6%,23.7%
"Washington, DC metro area",October 2014,All Residential,Metro,False,DC,0.985068353,-0.2%,-0.6%,5105,2.8%,-0.1%,19063,-4.2%,20.6%,40,3,13,$355K,1.5%,3.9%,6357,-8.9%,2.7%
"Washington, DC metro area",September 2019,All Residential,Metro,False,DC,0.992540545,-0.2%,0.1%,5829,-15.5%,11.0%,14353,2.9%,-12.7%,35,2,7,$400K,-3.7%,4.6%,7053,3.6%,1.2%
"Boston, MA metro area",September 2012,All Residential,Metro,False,MA,0.970975416,-0.1%,0.8%,3397,-33.3%,6.1%,20502,1.4%,-15.7%,105,3,-14,$335K,-5.6%,2.1%,5110,23.0%,-2.3%
"Boston, MA metro area",July 2013,All Residential,Metro,False,MA,0.990011014,0.1%,1.8%,5854,4.7%,23.8%,20602,-8.0%,-8.4%,80,2,-15,$387K,-0.9%,7.5%,5047,-17.4%,17.6%
"Boston, MA metro area",January 2015,All Residential,Metro,False,MA,0.980327349,0.0%,0.3%,2489,-37.2%,-3.5%,11961,-4.0%,-7.5%,100,14,-1,$385K,-0.7%,4.9%,2920,56.5%,-9.9%
"Philadelphia, PA metro area",October 2012,All Residential,Metro,False,PA,0.937772959,0.1%,1.1%,1337,-4.2%,17.2%,11610,-1.7%,-7.1%,65,-6,-17,$149K,2.2%,13.1%,2322,-5.4%,3.4%
"Philadelphia, PA metro area",January 2016,All Residential,Metro,False,PA,0.950666363,-0.1%,0.5%,1573,-22.6%,20.8%,9465,-3.1%,-7.7%,69,11,-3,$155K,-3.1%,6.9%,2226,31.7%,-1.5%
"Los Angeles, CA",February 2014,All Residential,Place/City,False,CA,0.992519858,-0.2%,-0.5%,1711,-7.0%,-11.1%,5178,1.5%,30.2%,32,-1,11,$465K,3.3%,20.8%,2785,-4.5%,3.5%
"Los Angeles, CA metro area",December 2012,All Residential,Metro,False,CA,0.991769065,-0.2%,1.6%,7384,10.4%,14.0%,9999,-15.4%,-60.5%,31,0,-35,$353K,0.9%,14.2%,4240,-28.3%,-22.7%
"Los Angeles, CA metro area",November 2013,All Residential,Metro,False,CA,0.997247816,-0.3%,0.4%,5661,-15.3%,-15.3%,13267,-7.2%,12.2%,25,3,-6,$430K,-1.6%,22.9%,5671,-26.2%,-4.1%
"Los Angeles, CA metro area",April 2020,All Residential,Metro,False,CA,0.999595742,-0.2%,0.7%,3837,-25.9%,-36.3%,13684,-1.0%,-29.7%,38,-4,-10,$650K,-1.5%,3.8%,4358,-29.2%,-47.4%
"Washington, DC metro area",November 2016,All Residential,Metro,False,DC,0.987593269,-0.1%,0.3%,5276,-4.4%,18.7%,14538,-10.7%,-15.1%,36,0,-8,$370K,2.4%,2.8%,4895,-19.9%,7.7%
"Washington, DC metro area",February 2020,All Residential,Metro,False,DC,0.995314205,0.6%,0.4%,4496,10.5%,8.3%,10132,4.6%,-11.0%,38,-14,-10,$418K,4.5%,7.9%,6569,23.2%,9.7%
"Chicago, IL metro area",December 2012,All Residential,Metro,False,IL,0.952765168,-0.1%,1.4%,6490,-3.0%,19.8%,30129,-9.1%,-25.5%,68,0,-26,$151K,-2.6%,6.3%,5286,-20.5%,0.6%
"Boston, MA metro area",May 2015,All Residential,Metro,False,MA,0.996569795,0.8%,0.4%,4016,34.8%,-9.2%,12105,13.8%,-45.5%,12,-38,-61,$405K,5.2%,5.2%,8400,1.4%,9.1%
"Philadelphia, PA metro area",March 2014,All Residential,Metro,False,PA,0.940364218,0.2%,-0.1%,1388,32.6%,-5.7%,10157,6.7%,-2.1%,82,7,3,$150K,3.7%,-2.3%,3217,53.0%,3.8%
"Seattle, WA metro area",July 2017,All Residential,Metro,False,WA,1.034597333,-0.9%,1.4%,4943,-10.1%,-3.3%,5452,10.3%,-18.0%,8,1,0,$530K,0.9%,17.8%,5656,-12.7%,-3.3%
"Phoenix, AZ",August 2017,All Residential,Place/City,False,AZ,0.980622454,-0.1%,0.1%,2314,6.1%,2.9%,5737,-2.0%,-6.7%,45,4,-4,$233K,1.2%,5.8%,2640,9.7%,7.0%
"New York, NY",February 2020,All Residential,Place/City,False,NY,0.963935477,-0.2%,-0.1%,1466,-12.7%,0.1%,16962,5.9%,-18.9%,85,5,-5,$630K,1.6%,1.3%,3795,4.2%,1.3%
"New York, NY",May 2020,All Residential,Place/City,False,NY,0.969179572,-0.2%,0.6%,824,15.2%,-54.1%,16220,1.6%,-25.2%,79,-12,-10,$629K,-2.6%,-0.3%,2041,170.0%,-54.8%
"Houston, TX",March 2012,All Residential,Place/City,False,TX,0.962504746,0.4%,0.8%,2161,30.7%,6.9%,10076,-0.3%,-24.8%,70,-10,-19,$155K,14.7%,16.9%,3509,19.7%,-6.8%
"Houston, TX",May 2013,All Residential,Place/City,False,TX,0.979843137,0.3%,1.0%,3053,8.4%,14.3%,6912,1.3%,-31.3%,25,-2,-19,$173K,-4.0%,8.0%,3771,2.4%,7.9%
"Houston, TX",December 2015,All Residential,Place/City,False,TX,0.968499173,-0.3%,-1.0%,2472,37.0%,-7.2%,7896,-6.4%,32.2%,38,4,10,$200K,11.0%,3.2%,2053,-20.3%,-3.5%
 National,March 2017,All Residential,National,False,US,0.981467473,0.4%,0.3%,533586,44.6%,9.6%,1518275,5.3%,-11.5%,50,-10,-10,$257K,4.1%,7.6%,766084,34.7%,1.7%
"Los Angeles, CA metro area",July 2012,All Residential,Metro,False,CA,0.991932500,0.3%,1.2%,7162,-6.2%,15.1%,17687,-6.0%,-44.5%,41,-1,-16,$335K,1.5%,3.1%,7589,-3.4%,-13.7%
"Los Angeles, CA metro area",September 2013,All Residential,Metro,False,CA,1.004372700,-0.3%,1.4%,6224,-18.1%,-2.1%,14461,6.3%,-1.4%,19,2,-17,$433K,-2.1%,24.0%,7884,-8.0%,20.7%
"Los Angeles, CA metro area",July 2014,All Residential,Metro,False,CA,0.996846578,0.0%,-1.3%,6761,4.3%,-7.4%,16931,9.1%,29.1%,21,-1,6,$475K,2.2%,10.2%,8639,2.8%,-5.3%
"Los Angeles, CA metro area",December 2016,All Residential,Metro,False,CA,0.990941144,-0.2%,0.1%,6331,4.6%,-3.8%,14698,-16.6%,11.9%,49,7,11,$535K,-1.8%,4.9%,3874,-32.2%,-10.9%
"Los Angeles, CA metro area",December 2019,All Residential,Metro,False,CA,0.992504790,-0.3%,0.4%,5739,4.2%,17.2%,12652,-21.4%,-22.4%,53,4,2,$650K,1.6%,8.3%,3294,-32.7%,-4.9%
"Washington, DC metro area",July 2018,All Residential,Metro,False,DC,0.993330812,-0.3%,0.1%,7461,-9.7%,1.1%,14591,-2.5%,-10.7%,19,4,-2,$403K,-4.1%,1.9%,7611,-13.5%,-0.3%
"Washington, DC metro area",June 2020,All Residential,Metro,False,DC,0.997947670,0.2%,0.1%,7125,30.3%,-7.2%,10676,-6.9%,-29.6%,31,1,5,$440K,0.0%,2.9%,7652,13.1%,-4.1%
"Chicago, IL metro area",October 2012,All Residential,Metro,False,IL,0.954549827,-0.2%,1.6%,7266,10.4%,44.2%,36056,-5.3%,-22.0%,66,3,-26,$154K,-4.1%,3.7%,8782,-0.5%,8.8%
"Chicago, IL metro area",December 2014,All Residential,Metro,False,IL,0.961192356,-0.2%,-1.0%,7114,15.3%,-1.1%,29909,-10.4%,12.1%,59,5,7,$185K,1.0%,5.7%,5436,-20.2%,-4.3%
"Chicago, IL metro area",June 2015,All Residential,Metro,False,IL,0.971814240,0.1%,-0.2%,11350,22.2%,16.5%,37531,2.7%,5.7%,39,-3,7,$235K,5.3%,6.7%,13653,-3.7%,1.0%
"Chicago, IL metro area",August 2016,All Residential,Metro,False,IL,0.972266016,-0.3%,0.4%,10407,3.2%,8.8%,33514,-2.0%,-9.5%,38,3,-6,$235K,-2.5%,4.9%,11063,-6.6%,-0.7%
"Chicago, IL metro area",August 2019,All Residential,Metro,False,IL,0.974567721,-0.1%,0.0%,9495,-5.9%,-5.8%,33397,-0.1%,5.1%,36,4,4,$255K,-3.0%,4.1%,10965,-8.4%,-4.2%
"Boston, MA metro area",December 2012,All Residential,Metro,False,MA,0.971525642,0.0%,1.3%,3574,-6.0%,15.0%,13701,-19.1%,-21.7%,102,3,-25,$343K,1.9%,8.7%,1674,-39.8%,-14.9%
"Boston, MA metro area",January 2013,All Residential,Metro,False,MA,0.969511310,-0.2%,1.2%,2550,-28.7%,21.0%,13940,1.7%,-22.0%,114,12,-19,$325K,-5.1%,7.2%,3667,119.1%,-1.1%
"Boston, MA metro area",March 2014,All Residential,Metro,False,MA,0.983115282,0.6%,1.0%,2729,33.7%,-3.7%,16582,16.9%,-3.5%,94,-20,-17,$362K,6.5%,11.4%,5880,49.3%,5.8%
"Philadelphia, PA metro area",May 2013,All Residential,Metro,False,PA,0.950717092,0.3%,0.7%,2084,20.3%,19.9%,11147,2.2%,-7.1%,47,-8,-17,$170K,16.4%,2.4%,3087,-8.2%,13.2%
"Philadelphia, PA metro area",May 2017,All Residential,Metro,False,PA,0.971264098,0.5%,0.9%,2724,24.5%,14.1%,8931,0.4%,-10.4%,34,-8,-8,$198K,5.3%,4.5%,3464,1.1%,7.1%
"Seattle, WA metro area",December 2014,All Residential,Metro,False,WA,0.991716824,0.2%,0.0%,3418,10.0%,8.9%,6202,-15.3%,-10.5%,37,6,3,$367K,-2.0%,5.0%,1787,-25.4%,-0.4%
"Phoenix, AZ",July 2017,All Residential,Place/City,False,AZ,0.981425671,0.0%,0.2%,2181,-19.2%,-1.0%,5852,-1.5%,-6.5%,41,-2,-6,$230K,-2.5%,7.0%,2406,-12.5%,1.3%
"Phoenix, AZ",February 2019,All Residential,Place/City,False,AZ,0.979881558,0.3%,-0.2%,1780,21.2%,-12.4%,6128,2.5%,11.3%,55,-1,7,$254K,-0.8%,6.2%,2422,-8.0%,-5.1%
"Los Angeles, CA",February 2018,All Residential,Place/City,False,CA,1.004080580,0.5%,1.0%,1667,-5.0%,-3.3%,5533,5.6%,-6.8%,41,-4,-15,$690K,7.8%,12.2%,2785,2.7%,7.7%
"Los Angeles, CA",June 2018,All Residential,Place/City,False,CA,1.007344925,-0.1%,0.4%,2636,5.1%,-13.3%,6868,3.7%,-1.4%,33,2,0,$730K,3.1%,9.1%,3283,-5.1%,-4.0%
"Los Angeles, CA",February 2019,All Residential,Place/City,False,CA,0.986613079,0.2%,-1.7%,1485,1.6%,-10.9%,7375,5.5%,33.3%,56,3,15,$668K,-0.4%,-3.3%,2449,-9.8%,-12.1%
"New York, NY",May 2016,All Residential,Place/City,False,NY,0.968149262,0.3%,0.6%,1700,9.3%,8.9%,24038,3.3%,35.6%,98,1,-17,$535K,2.9%,16.3%,4412,-6.0%,21.3%
"New York, NY",September 2017,All Residential,Place/City,False,NY,0.975597970,0.6%,0.2%,1951,-20.7%,-12.5%,21061,0.2%,-15.2%,67,-5,-13,$615K,-3.1%,10.8%,4507,22.4%,2.9%
"Houston, TX",November 2017,All Residential,Place/City,False,TX,0.966022900,-0.2%,-0.3%,2410,-1.7%,5.2%,9085,-3.3%,3.1%,47,-1,8,$208K,0.0%,0.9%,2865,-10.4%,14.1%
"Houston, TX",July 2018,All Residential,Place/City,False,TX,0.973495644,0.1%,-0.1%,2905,-9.7%,7.4%,10539,2.9%,-3.9%,29,2,1,$228K,0.0%,8.6%,4122,-1.3%,2.7%
"Washington, DC metro area",September 2012,All Residential,Metro,False,DC,0.984181924,0.1%,0.7%,4534,-19.1%,3.1%,15879,1.2%,-23.4%,38,3,-15,$320K,-4.5%,10.3%,5986,1.6%,-0.1%
"Washington, DC metro area",August 2014,All Residential,Metro,False,DC,0.987043794,-0.3%,-0.5%,5713,-7.9%,-9.1%,19674,0.1%,27.6%,30,7,8,$368K,-1.9%,0.8%,6687,-13.1%,-1.7%
"Washington, DC metro area",August 2015,All Residential,Metro,False,DC,0.986869123,-0.1%,0.0%,6131,-13.6%,7.3%,20364,-2.3%,3.5%,36,7,6,$368K,-2.0%,-0.1%,6963,-13.8%,4.1%
"Washington, DC metro area",August 2017,All Residential,Metro,False,DC,0.991588111,-0.1%,0.3%,7147,-3.1%,0.4%,15873,-2.8%,-7.4%,27,6,-5,$387K,-2.1%,3.5%,7312,-4.2%,8.1%
"Chicago, IL metro area",January 2016,All Residential,Metro,False,IL,0.963014892,0.0%,0.4%,5474,-25.5%,10.2%,27106,-0.2%,-9.3%,66,7,-4,$190K,-5.0%,6.7%,8228,63.2%,-3.5%
"Chicago, IL metro area",March 2017,All Residential,Metro,False,IL,0.973091688,0.5%,0.4%,8523,61.1%,15.2%,27595,6.3%,-9.8%,50,-16,-13,$235K,12.4%,11.9%,14489,27.0%,1.9%
"Chicago, IL metro area",August 2018,All Residential,Metro,False,IL,0.974598532,-0.3%,0.0%,10076,1.7%,-1.6%,31789,0.5%,2.9%,32,3,0,$245K,-3.9%,2.1%,11441,-8.0%,0.9%
"Chicago, IL metro area",February 2019,All Residential,Metro,False,IL,0.967653213,0.2%,-0.2%,4996,6.4%,-2.7%,25382,7.6%,7.4%,70,9,5,$234K,3.9%,1.7%,10408,32.1%,0.1%
"Chicago, IL metro area",May 2019,All Residential,Metro,False,IL,0.976924520,0.2%,-0.1%,10506,20.7%,-1.7%,31737,6.2%,8.8%,30,-6,4,$263K,2.3%,3.1%,14508,-2.1%,-1.6%
"Boston, MA metro area",December 2014,All Residential,Metro,False,MA,0.980552174,-0.1%,0.2%,3966,16.9%,4.7%,12457,-23.2%,-4.3%,86,8,0,$388K,1.1%,4.5%,1866,-32.4%,3.0%
"Boston, MA metro area",April 2015,All Residential,Metro,False,MA,0.988704854,0.5%,0.0%,2979,14.9%,-9.2%,10641,17.2%,-46.4%,50,-49,-26,$385K,2.7%,5.0%,8280,50.7%,12.0%
"Philadelphia, PA metro area",June 2013,All Residential,Metro,False,PA,0.954142294,0.3%,0.7%,2098,0.7%,20.2%,11126,-0.2%,-5.8%,43,-4,-12,$183K,7.6%,6.4%,2623,-15.0%,4.8%
"Philadelphia, PA metro area",May 2015,All Residential,Metro,False,PA,0.957479969,0.8%,0.6%,2059,9.3%,8.0%,11489,2.4%,3.3%,44,-23,2,$168K,5.0%,1.8%,3414,-8.7%,0.3%
"Seattle, WA metro area",August 2014,All Residential,Metro,False,WA,0.997208820,-0.3%,-0.6%,4102,-6.5%,-5.7%,9518,0.6%,1.4%,18,5,4,$372K,-2.0%,4.9%,4555,-14.2%,-6.4%
"Seattle, WA metro area",December 2015,All Residential,Metro,False,WA,1.000172363,-0.3%,0.8%,3851,21.7%,12.7%,4025,-18.3%,-35.1%,24,7,-13,$400K,-1.2%,8.9%,1858,-23.2%,4.0%
"Seattle, WA metro area",September 2016,All Residential,Metro,False,WA,1.009449805,-0.5%,0.4%,4828,-8.9%,10.3%,6920,4.6%,-0.2%,11,1,-2,$450K,0.0%,12.5%,5225,-2.7%,20.1%
"Seattle, WA metro area",November 2018,All Residential,Metro,False,WA,0.988251920,-0.3%,-2.4%,3350,-11.0%,-18.4%,7181,-15.7%,101.8%,28,7,16,$550K,0.0%,4.8%,2636,-32.5%,-6.1%
"Seattle, WA metro area",July 2020,All Residential,Metro,False,WA,1.012473517,0.5%,1.3%,4943,13.2%,4.9%,4805,3.4%,-38.2%,8,-1,-6,$625K,1.6%,11.2%,5978,14.5%,24.6%
"Phoenix, AZ",February 2015,All Residential,Place/City,False,AZ,0.971969141,0.1%,-0.1%,1600,20.7%,3.7%,6420,0.0%,-14.6%,62,-4,2,$185K,2.8%,12.1%,2335,-6.6%,-8.2%
"Phoenix, AZ",January 2017,All Residential,Place/City,False,AZ,0.975893603,-0.1%,0.4%,1650,-17.6%,9.9%,5838,5.5%,-3.1%,58,7,3,$215K,-1.6%,12.0%,2562,57.1%,1.6%
"Phoenix, AZ",December 2019,All Residential,Place/City,False,AZ,0.982441893,-0.1%,0.2%,2075,5.4%,17.1%,3625,-16.4%,-32.6%,42,2,-7,$282K,4.8%,13.9%,1361,-28.6%,-12.6%
"Los Angeles, CA",September 2016,All Residential,Place/City,False,CA,0.996368435,-0.3%,-0.2%,2495,-3.5%,1.2%,7716,2.9%,19.5%,37,4,11,$600K,-2.2%,11.5%,3369,-4.9%,13.9%
"Los Angeles, CA",July 2018,All Residential,Place/City,False,CA,1.002811986,-0.5%,-0.1%,2455,-6.9%,1.2%,7142,4.0%,1.7%,35,2,0,$700K,-4.1%,4.3%,3289,0.2%,4.4%
"New York, NY",January 2017,All Residential,Place/City,False,NY,0.970062307,0.1%,0.6%,1888,-6.9%,17.6%,23140,0.1%,12.9%,91,14,2,$579K,5.2%,16.9%,3445,68.3%,3.7%
"New York, NY",December 2017,All Residential,Place/City,False,NY,0.969663181,0.0%,0.1%,2069,9.9%,2.1%,20234,-4.7%,-12.5%,77,9,0,$610K,1.7%,10.9%,2078,-34.4%,1.5%
"New York, NY",February 2019,All Residential,Place/City,False,NY,0.964490891,-0.2%,-0.1%,1464,-17.7%,-7.6%,20919,-0.9%,-2.2%,90,9,12,$622K,-0.5%,-1.3%,3745,-10.6%,-6.6%
"New York, NY",October 2019,All Residential,Place/City,False,NY,0.963595680,0.0%,-0.2%,1875,3.4%,-10.5%,16675,2.0%,-29.3%,77,-5,7,$625K,-4.1%,-1.6%,3614,-12.1%,-23.9%
"Houston, TX",January 2020,All Residential,Place/City,False,TX,0.967672563,-0.3%,0.2%,1766,-38.5%,11.9%,9406,1.7%,-0.7%,58,5,7,$210K,-15.3%,5.0%,3461,63.4%,3.7%
"Los Angeles, CA metro area",April 2015,All Residential,Metro,False,CA,0.994180193,0.2%,-0.1%,6689,9.3%,6.1%,15899,4.3%,14.1%,32,-3,9,$495K,3.1%,7.6%,8975,4.8%,9.2%
"Los Angeles, CA metro area",May 2017,All Residential,Metro,False,CA,1.001133610,0.0%,0.4%,7113,19.1%,5.1%,17359,2.6%,3.7%,36,-1,2,$579K,3.4%,7.2%,9144,8.8%,4.3%
"Washington, DC metro area",December 2013,All Residential,Metro,False,DC,0.986670643,-0.3%,0.3%,5007,19.0%,10.3%,13075,-10.3%,7.0%,38,7,-4,$355K,2.6%,9.2%,3264,-28.7%,0.6%
"Washington, DC metro area",September 2015,All Residential,Metro,False,DC,0.986399916,0.0%,0.0%,5648,-7.9%,13.7%,20429,0.3%,2.7%,40,4,3,$350K,-4.8%,0.0%,7238,3.9%,3.7%
"Washington, DC metro area",March 2019,All Residential,Metro,False,DC,0.994758221,0.4%,0.2%,5785,39.3%,-2.7%,12627,10.9%,4.0%,33,-15,13,$406K,4.8%,3.4%,8816,47.3%,-7.9%
"Boston, MA metro area",May 2013,All Residential,Metro,False,MA,0.985463863,0.4%,1.3%,4607,34.5%,8.5%,22787,10.1%,-10.9%,78,-7,-14,$365K,4.4%,7.4%,7693,-1.1%,21.9%
"Boston, MA metro area",March 2019,All Residential,Metro,False,MA,0.992553356,0.9%,-0.8%,3234,33.1%,3.1%,7466,9.3%,31.5%,22,-17,5,$472K,4.0%,1.5%,5857,51.7%,12.4%
"Boston, MA metro area",January 2020,All Residential,Metro,False,MA,0.985453818,-0.4%,0.1%,2998,-31.3%,10.3%,6026,3.3%,-9.5%,41,7,7,$505K,1.0%,7.4%,3237,110.1%,-13.1%
"Philadelphia, PA metro area",May 2012,All Residential,Metro,False,PA,0.943557907,0.4%,0.0%,1738,22.1%,13.2%,12000,0.5%,-9.3%,64,-12,-8,$166K,10.7%,9.2%,2726,-2.3%,0.0%
"Seattle, WA metro area",February 2012,All Residential,Metro,False,WA,0.976575905,0.3%,0.8%,2282,19.5%,27.1%,9914,-3.9%,-31.3%,75,7,-13,$260K,2.8%,-10.3%,3481,23.7%,-5.7%
"Phoenix, AZ",March 2015,All Residential,Place/City,False,AZ,0.975204107,0.3%,0.3%,2177,36.1%,20.8%,6271,-2.3%,-16.6%,53,-9,4,$189K,2.2%,8.0%,2667,14.2%,-0.6%
"Phoenix, AZ",March 2016,All Residential,Place/City,False,AZ,0.978910897,0.4%,0.4%,2309,40.9%,6.1%,6521,3.1%,4.0%,48,-9,-5,$210K,6.1%,11.1%,2929,12.0%,9.8%
"Phoenix, AZ",December 2018,All Residential,Place/City,False,AZ,0.980745590,0.0%,0.2%,1772,-1.9%,-12.1%,5375,-6.9%,6.8%,49,4,2,$248K,-2.9%,5.4%,1558,-26.9%,-1.1%
"Los Angeles, CA",August 2018,All Residential,Place/City,False,CA,1.002933779,0.0%,0.2%,2653,8.1%,-9.4%,7267,1.8%,5.7%,36,1,-1,$716K,2.3%,10.2%,3203,-2.6%,1.2%
"Houston, TX",November 2013,All Residential,Place/City,False,TX,0.975453773,0.0%,0.9%,2190,-15.3%,1.5%,6685,-5.2%,-15.3%,32,0,-21,$170K,4.3%,10.9%,2336,-19.4%,2.5%
"Los Angeles, CA metro area",November 2012,All Residential,Metro,False,CA,0.993672079,0.2%,1.7%,6687,-7.8%,14.1%,11821,-9.9%,-57.5%,31,-4,-34,$350K,1.4%,12.9%,5912,-16.3%,-12.8%
"Los Angeles, CA metro area",May 2018,All Residential,Metro,False,CA,1.004391970,0.0%,0.3%,6714,10.9%,-5.6%,17138,5.8%,-1.3%,34,0,-2,$630K,3.3%,8.8%,8954,2.9%,-2.1%
"Washington, DC metro area",December 2015,All Residential,Metro,False,DC,0.985375042,0.1%,0.1%,5727,28.8%,9.3%,14729,-14.0%,0.4%,51,7,0,$350K,-2.8%,-5.4%,3695,-18.7%,5.4%
"Chicago, IL metro area",April 2013,All Residential,Metro,False,IL,0.967662704,0.5%,1.9%,7996,15.4%,31.4%,30723,2.2%,-25.8%,50,-16,-35,$172K,10.7%,9.2%,12996,17.9%,15.8%
"Chicago, IL metro area",April 2014,All Residential,Metro,False,IL,0.973393094,0.6%,0.6%,7433,17.9%,-7.0%,31393,7.8%,2.2%,45,-16,-5,$188K,7.0%,9.3%,14181,16.8%,9.1%
"Chicago, IL metro area",January 2019,All Residential,Metro,False,IL,0.965584761,-0.1%,-0.2%,4696,-23.6%,-9.9%,23591,0.1%,6.9%,61,7,5,$225K,-1.7%,0.0%,7881,86.4%,-4.2%
"Chicago, IL metro area",July 2019,All Residential,Metro,False,IL,0.975459269,-0.2%,-0.3%,10089,-1.6%,1.8%,33426,1.2%,5.7%,32,3,3,$263K,-1.5%,3.1%,11965,-7.8%,-3.8%
"Boston, MA metro area",January 2016,All Residential,Metro,False,MA,0.980869296,-0.3%,0.1%,3074,-31.2%,23.5%,7694,-3.8%,-35.7%,35,7,-65,$395K,-1.3%,2.6%,3282,56.9%,12.4%
"Boston, MA metro area",September 2016,All Residential,Metro,False,MA,0.994319761,-0.5%,0.5%,4665,-21.6%,-0.2%,10732,10.3%,-16.8%,17,3,-3,$419K,-4.7%,5.9%,6235,30.4%,-3.8%
"Boston, MA metro area",August 2017,All Residential,Metro,False,MA,1.004429506,-0.6%,0.6%,5834,7.5%,-1.9%,8301,-4.4%,-14.7%,13,3,-1,$465K,-2.1%,5.9%,4886,-3.4%,2.2%
"Philadelphia, PA metro area",February 2012,All Residential,Metro,False,PA,0.920542584,-0.1%,-0.7%,1049,1.2%,14.6%,11544,3.6%,-4.6%,93,5,4,$135K,0.7%,2.3%,2584,14.7%,10.8%
"Philadelphia, PA metro area",March 2013,All Residential,Metro,False,PA,0.941272375,0.7%,1.0%,1472,20.8%,4.8%,10372,2.7%,-11.8%,79,-7,-15,$154K,9.6%,11.6%,3099,24.5%,-0.6%
"Philadelphia, PA metro area",March 2018,All Residential,Metro,False,PA,0.966494241,0.6%,0.6%,2055,41.7%,-5.3%,6515,-6.0%,-23.9%,50,-18,0,$196K,12.0%,13.0%,3076,14.8%,-13.3%
"Seattle, WA metro area",March 2012,All Residential,Metro,False,WA,0.980416890,0.4%,1.1%,2963,29.8%,11.1%,9491,-4.3%,-35.2%,69,-6,-19,$273K,4.9%,-5.9%,4130,18.6%,-7.3%
"Seattle, WA metro area",January 2016,All Residential,Metro,False,WA,1.001531339,0.1%,1.0%,2348,-39.0%,2.7%,3996,-0.7%,-31.5%,23,-1,-19,$408K,1.9%,11.7%,3215,73.0%,0.0%
"Seattle, WA metro area",September 2018,All Residential,Metro,False,WA,0.995590238,-0.8%,-2.3%,3470,-22.4%,-26.1%,9140,11.1%,59.7%,17,5,7,$545K,-0.9%,6.9%,5031,-3.9%,1.1%
"Phoenix, AZ",December 2013,All Residential,Place/City,False,AZ,0.976558422,-0.1%,-2.5%,1642,11.2%,-18.4%,6520,-3.6%,22.4%,48,4,6,$168K,2.8%,26.6%,1647,-20.2%,-7.0%
"Phoenix, AZ",May 2014,All Residential,Place/City,False,AZ,0.974960194,-0.1%,-1.7%,2115,0.0%,-21.3%,6794,-6.5%,32.3%,53,2,23,$173K,0.9%,9.9%,2550,-2.0%,-9.5%
"Phoenix, AZ",November 2015,All Residential,Place/City,False,AZ,0.976936481,-0.1%,0.5%,1509,-20.8%,6.0%,6042,-1.3%,-8.6%,45,0,-11,$200K,2.6%,12.1%,1967,-21.4%,7.4%
"Phoenix, AZ",March 2018,All Residential,Place/City,False,AZ,0.983829594,0.2%,0.3%,2608,28.4%,4.9%,5668,3.0%,-9.1%,41,-7,-5,$245K,2.3%,8.7%,3029,18.7%,-4.0%
"Phoenix, AZ",April 2020,All Residential,Place/City,False,AZ,0.988859754,0.0%,0.6%,1821,-16.1%,-31.6%,4465,3.0%,-25.3%,32,0,-14,$295K,-1.3%,15.2%,2284,-21.9%,-20.4%
